JoeMcHugh	Deputy Joe McHugh	2002-09-12	None	Is é sin é.
JoeMcHugh	Deputy Joe McHugh	2002-09-12	None	Níl mé ag dul isteach sa scéal ach le rá go n-aontaím leis an Teachta Ó Cuív. Tá na sonraí a thug na finnéithe dúinn inniu iontach suimiúil agus tábhachtach. Gabhaim buíochas leo fá choinne an eolais inniu. Tá sé iontach cuiditheach agus táim buíoch dóibh as sin.
