CatherineMartin	Deputy Catherine Martin	2016-10-03	None	Nuair a labhraíonn tú i nGaeilge go poiblí, léiríonn tú don domhan go bhfuil an Ghaeilge beo mar theanga Ghaelach, Eorpach, Cheilteach agus nuálach feasta. Tá Gaelscoileanna ar fud an oileáin seo, ó Bhaile Átha Cliath go Béal Feirste, ó Dhún na nGall go dtí An Daingean agus tá cultúr na nGael faoi bhláth. Ach, agus muid ag céiliúradh Bhliain na Gaeilge - is í seo seachtain na Gaeilge - ní mór dúinn mar pholaiteoirí ár n-aird a dhíriú ar staid na Gaeltachta. Is í an fhírinne ná go bhfuil bánú á dhéanamh ar cheantair Ghaeltachta. Gan deiseanna fostaíochta do mhuintir Ghaoth Dobhair agus Chonamara, ní bhíonn de rogha ag daoine ach slán a fhágáil le saol a chaitheamh sa Ghaeltacht agus clann a thógáil ann. Is cuimhin linn manna Barack Obama, "Is féidir linn". Tá ceist agam don Taoiseach. An féidir leat? An féidir leis ceannaireacht a léiriú maidir le riachtanais na Gaeltachta? Carpe diem - téigh chuig-----
CatherineMartin	Deputy Catherine Martin	2016-10-03	None	-----Rosmuc, na hoileáin, Dún Chaoin agus Gaoth Dobhair agus bíodh comhrá agat féin le pobal na Gaeltachta.
