HenryJJAbbott	Henry-J-J-Abbott.D.1987-03-10	https://data.oireachtas.ie/ie/oireachtas/member/id/Henry-J-J-Abbott.D.1987-03-10
CarrieAcheson	Caroline-Acheson.D.1981-06-30	https://data.oireachtas.ie/ie/oireachtas/member/id/Caroline-Acheson.D.1981-06-30
GerryAdams	Gerry-Adams.D.2011-03-09	https://data.oireachtas.ie/ie/oireachtas/member/id/Gerry-Adams.D.2011-03-09
PatrickAgnew	Patrick-Agnew.D.1981-06-30	https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-Agnew.D.1981-06-30
GarretAhearn	Garret-Ahearn.S.2020-03-30	https://data.oireachtas.ie/ie/oireachtas/member/id/Garret-Ahearn.S.2020-03-30
TheresaAhearn	Theresa-Ahearn.D.1989-06-29	https://data.oireachtas.ie/ie/oireachtas/member/id/Theresa-Ahearn.D.1989-06-29
Bertie	Bertie-Ahern.D.1977-07-05	https://data.oireachtas.ie/ie/oireachtas/member/id/Bertie-Ahern.D.1977-07-05
DermotAhern	Dermot-Ahern.D.1987-03-10	https://data.oireachtas.ie/ie/oireachtas/member/id/Dermot-Ahern.D.1987-03-10
KitAhern	Kathleen-Ahern.S.1964-11-25	https://data.oireachtas.ie/ie/oireachtas/member/id/Kathleen-Ahern.S.1964-11-25
LiamAhern	Liam-Ahern.S.1957-05-22	https://data.oireachtas.ie/ie/oireachtas/member/id/Liam-Ahern.S.1957-05-22
MichaelAhern	Michael-Ahern.D.1982-03-09	https://data.oireachtas.ie/ie/oireachtas/member/id/Michael-Ahern.D.1982-03-09
NoelAhern	Noel-Ahern.D.1992-12-14	https://data.oireachtas.ie/ie/oireachtas/member/id/Noel-Ahern.D.1992-12-14
FrankAiken	Frank-Aiken.D.1923-09-19	https://data.oireachtas.ie/ie/oireachtas/member/id/Frank-Aiken.D.1923-09-19
WilliamPatrickAird	William-Patrick-Aird.D.1927-10-11	https://data.oireachtas.ie/ie/oireachtas/member/id/William-Patrick-Aird.D.1927-10-11
BernardAllen	Bernard-Allen.D.1981-06-30	https://data.oireachtas.ie/ie/oireachtas/member/id/Bernard-Allen.D.1981-06-30
DenisAllen	Denis-Allen.D.1927-10-11	https://data.oireachtas.ie/ie/oireachtas/member/id/Denis-Allen.D.1927-10-11
LorcanAllen	Lorcan-Allen.D.1961-10-11	https://data.oireachtas.ie/ie/oireachtas/member/id/Lorcan-Allen.D.1961-10-11
