RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	On legislation the Government intends to introduce next week, it is bad enough that it intends to impose a regressive stealth tax on the most basic items human beings need to survive, namely, housing and water——
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	This matter relates to the schedule of business for next week.  It is bad enough——
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	As I stated, I am specifically asking about legislation to be introduced next week.  It is bad enough that the Government is proposing to impose taxes on housing and water services——
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	At the very least, will the Government do the House and the public the courtesy of not using the guillotine?  I ask the Tánaiste to give that commitment now, rather than batting the issue off to the Whips.
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	I am referring to legislation included in next week's schedule.
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	The legislation on household charges.
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	Will the Tánaiste give a commitment——
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	——that Members will have a proper amount of time to debate that legislation?
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	That is not true——
RichardBoydBarrett	Deputy Richard Boyd Barrett	2011-03-09	None	That is not true of the Technical Group.
