SeanSherlock	Deputy Seán Sherlock	None	We are opposed to that section.
SeanSherlock	Deputy Seán Sherlock	None	It is provided for.  Does the Minister not know that?
SeanSherlock	Deputy Seán Sherlock	None	In the NAMA model, one must——
SeanSherlock	Deputy Seán Sherlock	None	You have made small boys of them.
SeanSherlock	Deputy Seán Sherlock	None	A question has occurred to me in respect of amendment No. 40, which is that if NAMA has legal title to land, is there a provision whereby NAMA can make a submission under a county development plan regarding a particular piece of land?
SeanSherlock	Deputy Seán Sherlock	None	With all due respect, they are inextricably linked.
SeanSherlock	Deputy Seán Sherlock	None	I also seek clarification in respect of a provision whereby NAMA may make a submission to a local area plan or county development plan.  Will a specific rule be laid down in that regard?  Will a specific designated person make such a submission?  Will there be a commercial bent on it or otherwise?  I seek further clarification on this issue.
SeanSherlock	Deputy Seán Sherlock	None	Unclean, unclean.
