SeanSherlock	Deputy Sean Sherlock	None	Does the Deputy support it?
SeanSherlock	Deputy Sean Sherlock	None	Why is Deputy speaking to it then?
SeanSherlock	Deputy Sean Sherlock	None	I actually think the Deputy is bluffing.
SeanSherlock	Deputy Sean Sherlock	None	The Deputy will give us the usual diatribe about the state of the globe and his political view.
SeanSherlock	Deputy Sean Sherlock	None	Why does the Deputy not talk about the legislation before us?
SeanSherlock	Deputy Sean Sherlock	None	The Deputy should give us a critique of the legislation, as he sees it.
SeanSherlock	Deputy Sean Sherlock	None	Is that not laudable?
